,hotel,arrival_date_month,meal,country,market_segment,distribution_channel,reserved_room_type,assigned_room_type,deposit_type,customer_type,reservation_status,reservation_status_date
108504,0,7,0,170,6,3,0,0,0,2,1,758
108505,0,7,3,163,6,3,0,0,0,2,1,758
108506,0,7,3,77,6,3,0,0,0,2,1,758
108508,0,7,0,16,6,3,3,3,0,2,1,758
108509,0,7,0,81,4,3,0,0,0,3,1,758
108510,0,7,0,81,4,3,0,0,0,3,1,758
108511,0,7,0,81,4,3,0,0,0,3,1,758
108514,0,7,0,57,6,3,0,0,0,2,1,758
108516,0,7,0,81,4,3,0,0,0,3,1,758
108539,0,7,0,57,5,3,0,2,0,2,1,758
108540,0,7,3,82,5,3,0,0,0,2,1,758
108541,0,7,0,81,4,3,0,0,0,3,1,758
108542,0,7,0,44,5,3,0,0,0,2,1,758
108544,0,7,0,81,4,3,0,3,0,3,1,758
108550,0,7,0,57,5,3,0,0,0,2,1,758
108551,0,7,0,81,4,3,0,0,0,3,1,758
108553,0,7,0,81,4,3,0,0,0,3,1,758
108554,0,7,0,57,6,3,0,5,0,2,1,758
108555,0,7,2,57,6,3,3,3,0,2,1,758
108557,0,7,0,81,4,3,0,0,0,3,1,758
108558,0,7,0,57,6,3,3,3,0,2,1,758
108559,0,7,0,44,5,3,0,3,0,2,1,758
108560,0,7,0,16,6,3,0,0,0,2,1,758
108561,0,7,0,136,2,0,0,3,0,2,1,758
108562,0,7,0,73,6,3,5,5,0,2,1,758
108563,0,7,0,57,6,3,4,4,0,2,1,758
108564,0,7,0,170,6,3,3,5,0,2,1,758
108565,0,7,0,44,5,3,0,0,0,2,1,758
108566,0,7,0,57,6,3,0,0,0,2,1,758
108567,0,7,0,60,6,3,0,0,0,2,1,758
108568,0,7,0,124,6,3,3,3,0,2,1,758
108569,0,7,0,134,3,1,0,0,0,2,1,758
108570,0,7,0,57,6,3,3,3,0,2,1,758
108571,0,7,0,67,6,3,0,0,0,2,1,758
108572,0,7,0,57,6,3,0,9,0,2,1,758
108573,0,7,0,44,6,3,3,3,0,2,1,758
108574,0,7,0,81,4,3,0,0,0,3,1,758
108576,0,7,2,44,5,3,3,3,0,2,1,758
108577,0,7,0,136,6,3,0,9,0,2,1,758
108578,0,7,2,136,6,3,3,9,0,2,1,758
108579,0,7,3,136,3,1,0,0,0,2,1,759
108580,0,7,0,57,6,3,0,0,0,2,1,759
108581,0,7,0,57,5,3,0,0,0,2,1,759
108582,0,7,0,57,6,3,0,0,0,2,1,759
108583,0,7,0,57,3,1,0,0,0,2,1,759
108584,0,7,0,57,6,3,4,4,0,2,1,759
108585,0,7,3,60,6,3,0,0,0,2,1,759
108586,0,7,0,60,5,3,0,0,0,2,1,759
108587,0,7,3,57,6,3,0,0,0,2,1,759
108588,0,7,0,26,6,3,3,3,0,2,1,759
108589,0,7,3,60,6,3,0,0,0,2,1,759
108590,0,7,0,77,3,1,0,0,0,2,1,759
108591,0,7,0,57,5,3,0,3,0,2,1,759
108592,0,7,3,77,6,3,0,0,0,2,1,759
108593,0,7,0,52,6,3,0,0,0,2,1,759
108594,0,7,0,141,6,3,0,0,0,2,1,759
108595,0,7,0,57,6,3,0,0,0,2,1,759
108596,0,7,0,136,6,3,0,0,0,2,1,759
108597,0,7,0,13,6,3,3,3,0,2,1,759
108598,0,7,0,55,6,3,3,3,0,2,1,759
108599,0,7,0,136,5,3,0,0,0,2,1,759
108600,0,7,0,16,6,3,3,3,0,2,1,759
108601,0,7,0,13,6,3,0,0,0,2,1,759
108602,0,7,3,57,6,3,0,0,0,2,1,759
108603,0,7,0,136,3,1,0,0,0,2,1,759
108604,0,7,0,26,6,3,0,0,0,2,1,759
108605,0,7,0,44,6,3,0,0,0,2,1,759
108606,0,7,0,12,6,3,0,0,0,2,1,759
108607,0,7,3,35,6,3,0,0,0,2,1,759
108608,0,7,0,101,6,3,0,0,0,2,1,759
108609,0,7,0,44,6,3,0,0,0,2,1,759
108610,0,7,0,77,6,3,3,3,0,2,1,759
108611,0,7,0,44,6,3,3,3,0,2,1,759
108612,0,7,0,136,3,1,0,0,0,2,1,759
108613,0,0,0,136,3,1,0,0,0,2,1,773
108614,0,0,0,136,3,1,0,3,0,2,1,780
108615,0,7,0,60,6,3,0,0,0,2,1,759
108616,0,7,0,77,6,3,3,3,0,2,1,759
108617,0,7,0,124,6,3,4,4,0,2,1,759
108618,0,7,0,30,6,3,3,3,0,2,1,759
108619,0,7,0,57,6,3,0,0,0,2,1,759
108620,0,7,0,136,3,1,0,0,0,2,1,759
108621,0,7,0,44,5,3,0,0,0,2,1,759
108622,0,7,0,136,6,3,0,0,0,2,1,759
108623,0,7,0,143,6,3,3,3,0,2,1,759
108624,0,7,0,143,6,3,0,0,0,2,1,759
108625,0,7,0,52,5,3,0,0,0,2,1,759
108627,0,7,3,136,6,3,0,9,0,2,1,759
108628,0,7,0,136,6,3,0,9,0,2,1,759
108629,0,7,3,82,6,3,0,0,0,2,1,759
108630,0,7,3,26,6,3,0,0,0,2,1,759
108631,0,7,0,26,6,3,3,3,0,2,1,759
108632,0,7,3,35,6,3,0,0,0,2,1,760
108634,0,7,3,44,6,3,0,0,0,2,1,760
108635,0,7,3,136,6,3,0,0,0,2,1,760
108636,0,7,0,102,6,3,3,3,0,2,1,760
108637,0,7,0,82,6,3,0,0,0,2,1,760
108638,0,7,0,26,6,3,0,0,0,2,1,760
108639,0,7,0,52,6,3,0,0,0,2,1,760
108640,0,7,0,35,3,1,0,0,0,2,1,760
108641,0,7,0,57,5,3,0,3,0,2,1,760
108642,0,7,0,26,6,3,0,0,0,2,1,760
108643,0,7,3,77,6,3,0,0,0,2,1,760
108644,0,7,3,136,6,3,0,0,0,2,1,760
108645,0,7,3,16,6,3,0,0,0,2,1,760
108648,0,7,0,155,6,3,3,3,0,2,1,760
108649,0,7,0,60,6,3,3,3,0,2,1,760
108650,0,7,3,82,6,3,0,0,0,2,1,760
108651,0,7,0,44,6,3,0,0,0,2,1,760
108652,0,7,0,57,6,3,0,0,0,2,1,760
108653,0,7,0,136,3,1,0,0,0,2,1,760
108654,0,7,0,167,6,3,0,0,0,2,1,760
108655,0,7,3,57,6,3,0,0,0,2,1,760
108656,0,7,0,134,6,2,0,0,0,2,1,760
108657,0,7,3,60,6,2,0,0,0,2,1,760
108658,0,7,0,82,6,3,0,0,0,2,1,760
108659,0,7,0,57,5,3,0,3,0,2,1,760
108660,0,7,3,57,6,3,0,0,0,2,1,760
108661,0,7,0,57,6,3,0,0,0,2,1,760
108662,0,7,3,39,6,3,0,0,0,2,1,760
108663,0,7,3,140,6,3,0,0,0,2,1,760
108664,0,7,0,57,3,1,0,0,0,2,1,760
108665,0,7,0,44,6,3,0,1,0,2,1,760
108666,0,7,0,44,6,3,0,0,0,2,1,760
108667,0,7,0,140,5,3,0,0,0,2,1,760
108668,0,7,3,60,6,3,0,0,0,2,1,760
108669,0,7,0,30,6,3,3,3,0,2,1,760
108670,0,7,0,26,6,3,0,0,0,2,1,760
108671,0,7,0,82,6,3,0,0,0,2,1,760
108672,0,7,0,44,5,3,0,1,0,2,1,760
108673,0,7,2,57,6,3,4,4,0,2,1,760
108674,0,7,3,60,6,3,0,0,0,2,1,760
108675,0,7,0,57,6,3,0,0,0,2,1,760
108676,0,7,0,77,6,3,3,3,0,2,1,760
108677,0,7,2,44,5,3,0,0,0,2,1,760
108678,0,7,3,32,6,3,0,0,0,2,1,760
108679,0,7,0,77,6,3,3,3,0,2,1,760
108680,0,7,0,57,6,3,0,0,0,2,1,760
108681,0,7,0,77,6,3,3,3,0,2,1,760
108682,0,7,3,57,6,3,0,0,0,2,1,760
108683,0,7,0,57,5,3,0,3,0,2,1,760
108684,0,7,0,82,3,1,4,4,0,2,1,760
108685,0,7,3,32,6,3,0,0,0,2,1,760
108687,0,7,3,57,6,3,0,0,0,2,1,760
108688,0,7,0,57,6,3,0,0,0,2,1,760
108689,0,7,0,57,6,3,3,3,0,2,1,760
108690,0,7,3,57,6,3,0,0,0,2,1,760
108691,0,7,0,82,6,3,0,0,0,2,1,760
108692,0,7,0,26,6,3,3,3,0,2,1,760
108693,0,7,3,44,6,3,0,0,0,2,1,760
108695,0,7,2,44,5,3,0,0,0,2,1,760
108696,0,7,0,136,6,3,0,0,0,2,1,760
108697,0,7,3,30,6,3,0,0,0,2,1,760
108698,0,7,0,136,6,3,0,0,0,2,1,760
108699,0,7,0,57,6,3,0,0,0,2,1,760
108700,0,7,0,30,3,1,3,3,0,2,1,760
108701,0,7,0,44,6,3,0,0,0,2,1,760
108702,0,7,3,124,6,3,0,0,0,2,1,760
108703,0,7,0,136,6,0,0,0,0,2,1,760
108704,0,7,0,136,2,0,0,4,0,2,1,760
108705,0,7,3,60,6,3,0,0,0,2,1,760
108706,0,7,0,136,3,1,0,5,0,2,1,760
108707,0,7,3,57,6,3,0,0,0,2,1,760
108708,0,7,0,60,6,3,3,3,0,2,1,760
108709,0,7,3,136,6,3,0,0,0,2,1,760
108710,0,7,2,57,5,3,0,3,0,2,1,761
108711,0,7,0,44,5,3,3,3,0,2,1,761
108712,0,7,0,44,6,3,3,3,0,2,1,761
108713,0,7,0,44,6,3,3,3,0,2,1,761
108714,0,7,0,116,6,3,0,0,0,2,1,761
108715,0,7,0,57,3,1,0,0,0,2,1,761
108716,0,7,0,77,5,3,0,0,0,2,1,761
108717,0,7,0,32,6,3,3,3,0,2,1,761
108718,0,7,0,82,6,3,4,4,0,2,1,761
108719,0,7,3,82,6,3,0,0,0,2,1,761
108720,0,7,0,170,3,1,0,0,0,2,1,761
108721,0,7,0,82,6,3,4,4,0,2,1,761
108722,0,7,0,44,6,3,3,3,0,2,1,761
108723,0,7,3,12,6,3,0,0,0,2,1,761
108724,0,7,0,57,6,3,0,0,0,2,1,761
108725,0,7,0,44,5,3,0,0,0,2,1,761
108727,0,7,0,136,5,3,4,4,0,2,1,761
108728,0,7,0,82,5,3,0,0,0,2,1,761
108729,0,7,3,136,6,3,0,0,0,2,1,761
108730,0,7,0,136,3,1,0,0,0,2,1,761
108731,0,7,0,136,6,3,0,0,0,2,1,761
108732,0,7,2,57,6,3,0,0,0,2,1,761
108733,0,7,0,44,6,3,0,0,0,2,1,761
108734,0,7,3,44,6,3,0,0,0,2,1,761
108735,0,7,0,30,6,3,3,3,0,2,1,761
108736,0,7,0,44,6,3,0,0,0,2,1,761
108737,0,7,0,170,6,3,3,3,0,2,1,761
108738,0,7,0,60,6,3,0,0,0,2,1,761
108739,0,7,0,16,6,3,0,0,0,2,1,761
108740,0,7,0,60,5,3,3,3,0,2,1,761
108741,0,7,3,155,6,3,0,0,0,2,1,761
108742,0,7,0,44,6,3,0,0,0,2,1,761
108743,0,7,2,60,6,3,3,3,0,2,1,761
108744,0,7,2,60,6,3,0,0,0,2,1,761
108745,0,7,0,60,6,3,3,3,0,2,1,761
108746,0,7,0,82,3,1,0,0,0,2,1,761
108747,0,7,0,57,6,3,3,3,0,2,1,761
108748,0,7,0,57,5,3,0,3,0,2,1,761
108749,0,7,0,16,6,3,3,3,0,2,1,761
108750,0,7,3,20,6,3,0,0,0,2,1,761
108751,0,7,0,60,6,3,5,5,0,2,1,761
108752,0,7,0,44,6,3,0,0,0,2,1,761
108753,0,7,3,44,6,3,0,0,0,2,1,761
108754,0,7,0,44,6,3,0,0,0,2,1,761
108755,0,7,0,57,5,3,0,3,0,2,1,761
108756,0,7,0,136,3,1,5,5,0,2,1,761
108757,0,7,0,60,0,0,0,0,0,2,1,761
108758,0,7,0,52,0,0,0,0,0,2,1,761
108759,0,7,3,44,6,3,0,0,0,2,1,761
108760,0,7,0,153,6,3,0,0,0,2,1,761
108761,0,7,0,136,3,1,5,5,0,2,1,761
108762,0,7,3,136,6,3,0,0,0,2,1,761
108763,0,7,0,43,6,3,3,3,0,2,1,761
108764,0,7,0,57,5,3,3,3,0,2,1,761
108765,0,7,0,141,6,3,0,0,0,2,1,762
108766,0,7,0,57,6,3,0,0,0,2,1,762
108767,0,7,3,57,6,3,0,0,0,2,1,762
108768,0,7,0,57,5,3,0,3,0,2,1,762
108769,0,7,0,44,6,3,0,0,0,2,1,762
108770,0,7,0,44,6,3,0,0,0,2,1,762
108771,0,7,3,82,6,3,0,0,0,2,1,762
108772,0,7,3,60,6,3,0,0,0,2,1,762
108773,0,7,0,57,6,3,0,0,0,2,1,762
108774,0,7,3,60,6,3,0,0,0,2,1,762
108775,0,7,0,82,6,3,0,0,0,2,1,762
108776,0,7,3,57,6,3,0,0,0,2,1,762
108777,0,7,3,57,6,3,0,0,0,2,1,762
108778,0,7,0,77,6,3,3,3,0,2,1,762
108779,0,7,0,60,6,3,0,0,0,2,1,762
108780,0,7,0,13,6,3,0,0,0,2,1,762
108781,0,7,0,82,6,3,0,0,0,2,1,762
108782,0,7,0,57,5,3,0,4,0,2,1,762
108784,0,7,0,13,6,3,0,0,0,2,1,762
108785,0,7,3,136,6,3,0,0,0,2,1,762
108786,0,7,0,57,6,3,0,0,0,2,1,762
108787,0,7,0,57,6,3,0,0,0,2,1,762
108788,0,7,0,124,5,3,0,0,0,2,1,762
108789,0,7,0,57,6,3,0,0,0,2,1,762
108790,0,7,2,57,6,3,3,3,0,2,1,762
108791,0,7,0,124,6,3,0,0,0,2,1,762
108792,0,7,3,44,6,3,0,0,0,2,1,762
108793,0,0,0,136,1,1,5,6,0,2,1,762
108794,0,0,0,136,1,1,5,5,0,2,1,762
108795,0,7,0,124,5,3,0,0,0,2,1,762
108796,0,7,0,136,5,3,0,0,0,2,1,762
108798,0,7,0,57,5,3,0,3,0,2,1,762
108799,0,7,0,57,6,3,0,0,0,2,1,762
108800,0,0,0,136,6,3,0,0,0,2,1,762
108802,0,7,0,82,5,3,0,0,0,2,1,762
108803,0,7,3,60,6,3,0,0,0,2,1,762
108804,0,7,0,57,6,3,0,0,0,2,1,762
108805,0,7,0,44,6,3,0,0,0,2,1,762
108806,0,7,0,57,5,3,0,3,0,2,1,762
108807,0,7,3,60,6,3,0,0,0,2,1,762
108808,0,7,0,57,3,1,0,0,0,2,1,762
108811,0,7,0,57,5,3,0,3,0,2,1,762
108812,0,7,0,60,6,3,3,3,0,2,1,762
108813,0,7,3,60,6,3,0,0,0,2,1,762
108814,0,7,0,57,6,3,4,4,0,2,1,762
108815,0,7,3,146,6,3,0,0,0,2,1,762
108816,0,7,0,44,6,3,0,0,0,2,1,762
108817,0,7,0,57,3,1,0,0,0,2,1,762
108818,0,7,3,57,6,3,0,0,0,2,1,762
108819,0,7,0,136,3,1,0,0,0,2,1,762
108820,0,7,3,44,6,3,0,0,0,2,1,762
108821,0,7,0,16,6,3,4,4,0,2,1,762
108822,0,7,0,50,3,1,0,0,0,2,1,762
108824,0,7,0,124,6,3,3,3,0,2,1,762
108825,0,7,0,136,6,3,5,5,0,2,1,762
108826,0,7,0,57,6,3,3,3,0,2,1,762
108827,0,7,0,57,6,3,3,3,0,2,1,762
108828,0,7,0,57,2,0,6,6,0,2,1,762
108829,0,8,0,57,2,0,4,5,0,2,2,796
108830,0,6,0,57,2,0,4,4,0,2,1,829
108831,0,7,0,57,6,3,3,3,0,2,1,762
108833,0,7,0,136,6,3,3,3,0,2,1,762
108834,0,7,0,57,6,3,3,3,0,2,1,762
108835,0,7,0,136,6,3,4,4,0,2,1,762
108836,0,7,0,57,6,3,0,0,0,2,1,762
108837,0,7,0,124,6,3,0,0,0,2,1,762
108838,0,7,0,52,6,3,4,4,0,2,1,762
108839,0,7,0,60,6,3,3,3,0,2,1,762
108841,0,7,0,44,6,3,0,0,0,2,1,762
108842,0,7,0,60,6,3,4,4,0,2,1,762
108844,0,7,0,57,6,3,3,3,0,2,1,762
108845,0,7,0,35,6,3,0,0,0,2,1,762
108847,0,0,3,44,6,3,0,0,0,2,1,763
108848,0,0,3,57,6,3,0,0,0,2,1,763
108849,0,7,0,82,3,1,3,3,0,2,1,763
108851,0,7,0,57,5,3,0,3,0,2,1,763
108852,0,7,0,13,6,3,0,0,0,2,1,763
108853,0,7,3,44,6,3,0,0,0,2,1,763
108854,0,7,0,44,6,3,0,0,0,2,1,763
108855,0,7,0,77,6,3,0,0,0,2,1,763
108856,0,7,0,60,3,1,0,0,0,2,1,763
108857,0,7,0,77,6,3,3,3,0,2,1,763
108858,0,0,0,136,3,1,0,0,0,2,1,763
108859,0,7,0,44,6,3,0,0,0,2,1,763
108860,0,7,0,82,5,3,0,0,0,2,1,763
108861,0,7,3,77,6,3,0,0,0,2,1,763
108862,0,7,0,82,6,3,0,0,0,2,1,763
108863,0,7,0,44,6,3,0,0,0,2,1,763
108864,0,0,3,136,6,3,0,0,0,2,1,763
108865,0,7,0,44,5,3,0,0,0,2,1,763
108866,0,0,0,57,5,3,0,3,0,2,1,763
108868,0,0,0,57,5,3,0,3,0,2,1,763
108869,0,0,3,77,6,3,0,0,0,2,1,763
108870,0,7,0,52,3,1,0,0,0,2,1,763
108871,0,7,0,82,6,3,0,0,0,2,1,763
108873,0,7,3,60,6,3,0,0,0,2,1,763
108874,0,0,3,60,6,3,0,0,0,2,1,763
108875,0,7,0,35,3,1,0,0,0,2,1,763
108876,0,7,0,30,6,3,3,3,0,2,1,763
108877,0,0,3,16,6,3,0,0,0,2,1,763
108878,0,7,3,44,6,3,0,0,0,2,1,763
108879,0,7,0,136,6,3,0,0,0,2,1,763
108880,0,7,3,136,6,3,0,0,0,2,1,763
108881,0,7,0,77,6,3,0,0,0,2,1,763
108882,0,7,0,134,6,3,0,0,0,2,1,763
108883,0,7,0,134,6,3,0,0,0,2,1,763
108884,0,7,0,77,6,3,3,3,0,2,1,763
108885,0,7,0,77,6,3,3,3,0,2,1,763
108889,0,7,0,44,5,3,0,0,0,2,1,763
108890,0,7,0,77,6,3,3,3,0,2,1,763
108892,0,7,0,136,6,3,3,3,0,2,1,763
108893,0,7,0,134,6,3,0,0,0,2,1,763
108894,0,0,3,170,6,3,0,0,0,2,1,763
108895,0,0,3,26,6,3,0,0,0,2,1,763
108896,0,0,0,26,6,3,3,3,0,2,1,763
108897,0,0,3,2,6,3,0,0,0,2,1,763
108898,0,0,0,30,5,3,0,3,0,2,1,763
108899,0,0,3,39,6,3,0,0,0,2,1,763
108900,0,0,0,57,6,3,3,3,0,2,1,763
108901,0,7,0,77,6,3,0,0,0,2,1,763
108902,0,0,3,136,6,3,0,0,0,2,1,763
108904,0,7,0,44,5,3,0,0,0,2,1,763
108905,0,7,3,155,6,3,0,0,0,2,1,763
108906,0,0,0,23,6,3,3,3,0,2,1,763
108907,0,7,3,57,6,3,0,0,0,2,1,763
108908,0,7,3,26,6,3,0,0,0,2,1,763
108909,0,7,3,77,6,3,0,0,0,2,1,763
108910,0,7,0,60,6,3,0,0,0,2,1,763
108912,0,7,0,67,0,0,0,0,0,2,1,763
108913,0,0,0,124,3,1,0,0,0,2,1,763
108914,0,7,0,44,6,3,0,0,0,2,1,764
108915,0,0,0,101,3,1,0,0,0,2,1,764
108916,0,0,0,16,3,1,3,3,0,2,1,764
108917,0,0,0,35,4,3,0,0,0,3,1,764
108918,0,0,0,57,4,3,0,0,0,3,1,764
108920,0,7,0,57,6,3,3,3,0,2,1,764
108921,0,7,0,44,3,1,0,0,0,2,1,764
108922,0,7,0,124,6,3,3,3,0,2,1,764
108923,0,7,3,170,6,3,0,0,0,2,1,764
108924,0,7,3,52,6,3,0,0,0,2,1,764
108925,0,7,2,82,6,3,0,0,0,2,1,764
108927,0,0,0,136,5,3,0,3,0,2,1,764
108928,0,0,3,16,6,3,0,0,0,2,1,764
108929,0,0,0,16,6,3,0,0,0,2,1,764
108930,0,0,0,57,6,3,4,4,0,2,1,764
108931,0,0,0,57,5,3,0,3,0,2,1,764
108932,0,0,0,57,6,3,0,0,0,2,1,764
108933,0,7,0,44,6,3,3,3,0,2,1,764
108934,0,0,0,86,6,3,5,5,0,2,1,764
108935,0,0,0,57,6,3,5,5,0,2,1,764
108936,0,0,0,32,6,3,3,3,0,2,1,764
108937,0,0,0,60,6,3,6,6,0,2,1,764
108938,0,0,0,57,3,1,1,1,0,3,1,764
108939,0,0,0,57,3,1,1,1,0,3,1,764
108942,0,7,0,155,6,3,5,5,0,2,1,764
108943,0,7,0,136,5,3,0,0,0,2,1,764
108944,0,7,0,16,5,3,0,0,0,2,1,764
108945,0,0,0,57,6,3,3,3,0,2,1,764
108946,0,0,0,57,6,3,0,0,0,2,1,764
108947,0,7,0,57,6,3,5,5,0,2,1,764
108948,0,7,0,136,1,1,6,6,0,2,1,764
108949,0,0,0,57,3,1,0,0,0,2,1,764
108950,0,0,0,136,5,3,0,0,0,2,1,764
108951,0,0,0,136,3,1,0,0,0,2,1,764
108952,0,0,0,57,4,3,0,0,0,3,1,764
108954,0,0,3,152,6,3,0,0,0,2,1,764
108955,0,7,0,57,6,3,0,0,0,2,1,764
108956,0,7,0,136,5,3,0,0,0,2,1,764
108957,0,0,3,57,6,3,0,0,0,2,1,765
108958,0,0,3,44,6,3,0,0,0,2,1,765
108959,0,0,0,57,6,3,0,0,0,2,1,765
108960,0,0,0,13,6,3,3,3,0,2,1,765
108961,0,0,0,44,6,3,3,3,0,2,1,765
108962,0,0,0,57,5,3,0,3,0,2,1,765
108963,0,7,0,26,6,3,0,0,0,2,1,765
108964,0,0,0,60,6,3,3,3,0,2,1,765
108965,0,0,0,81,4,3,0,0,0,3,1,765
108966,0,0,0,136,2,0,0,0,0,2,1,765
108967,0,0,0,136,5,3,0,0,0,2,1,765
108968,0,0,0,81,4,3,0,0,0,3,1,765
108970,0,7,0,26,6,3,0,0,0,2,1,765
108972,0,7,0,26,6,3,0,0,0,2,1,765
108976,0,0,0,81,4,3,0,0,0,3,1,765
108977,0,0,0,57,6,3,5,5,0,2,1,765
108978,0,0,0,81,4,3,0,0,0,3,1,765
108981,0,7,0,55,6,3,3,3,0,2,1,765
108985,0,0,0,136,4,3,0,0,0,3,1,765
108986,0,0,0,136,6,3,3,3,0,2,1,765
108988,0,0,3,52,6,3,0,0,0,2,1,765
108994,0,0,0,81,4,3,0,0,0,3,1,765
109012,0,0,0,136,4,3,0,0,0,3,1,765
109013,0,7,0,57,5,3,0,3,0,2,1,765
109014,0,0,3,136,6,3,0,0,0,2,1,765
109015,0,0,0,60,6,3,0,0,0,2,1,765
109016,0,0,0,44,5,3,3,3,0,2,1,765
109017,0,0,0,44,5,3,3,3,0,2,1,765
109018,0,0,0,26,6,3,0,3,0,2,1,765
109019,0,0,2,44,6,3,4,5,0,2,1,765
109020,0,0,0,52,5,3,0,0,0,2,1,765
109021,0,7,3,57,6,3,0,0,0,2,1,765
109022,0,0,0,81,4,3,3,3,0,3,1,765
109023,0,0,0,60,3,1,0,0,0,2,1,765
109024,0,7,3,57,6,3,0,0,0,2,1,765
109025,0,0,0,140,5,3,3,3,0,2,1,765
109026,0,7,0,57,3,1,0,3,0,2,1,765
109027,0,0,0,35,6,3,0,0,0,2,1,765
109028,0,0,0,57,5,3,0,3,0,2,1,765
109029,0,0,0,60,5,3,3,3,0,2,1,765
109030,0,0,3,57,6,3,0,0,0,2,1,765
109031,0,0,0,57,6,3,4,4,0,2,1,765
109032,0,0,0,60,3,1,5,5,0,2,1,765
109033,0,0,0,136,3,1,3,3,0,2,1,765
109034,0,0,0,16,6,3,4,4,0,2,1,765
109035,0,0,0,52,5,3,0,0,0,2,1,765
109036,0,0,0,52,5,3,0,0,0,2,1,765
109037,0,0,3,124,6,3,0,0,0,2,1,765
109038,0,7,3,136,3,1,6,9,0,2,1,765
109039,0,0,0,26,3,1,0,0,0,2,1,769
109040,0,0,3,60,6,3,0,0,0,2,1,766
109041,0,0,3,136,6,3,0,0,0,2,1,766
109042,0,0,3,77,6,3,0,0,0,2,1,766
109043,0,0,3,30,6,3,0,0,0,2,1,766
109044,0,0,0,44,3,1,0,0,0,2,1,766
109045,0,0,0,60,6,3,0,0,0,2,1,766
109046,0,0,2,60,6,3,3,3,0,2,1,766
109047,0,0,0,136,5,3,3,3,0,2,1,766
109048,0,0,0,136,5,3,0,0,0,2,1,766
109049,0,0,0,44,6,3,0,0,0,2,1,766
109050,0,0,0,44,6,3,0,0,0,2,1,766
109051,0,0,0,44,6,3,0,0,0,2,1,766
109053,0,0,3,60,6,3,0,0,0,2,1,766
109054,0,0,0,16,3,1,0,0,0,2,1,766
109055,0,0,0,44,6,3,4,4,0,2,1,766
109056,0,0,0,44,6,3,3,3,0,2,1,766
109057,0,0,0,57,6,3,0,0,0,2,1,766
109058,0,0,0,44,6,3,0,0,0,2,1,766
109060,0,0,0,16,6,3,0,0,0,2,1,766
109061,0,0,0,16,6,3,0,0,0,2,1,766
109062,0,0,0,16,5,3,0,3,0,2,1,766
109063,0,0,0,82,6,3,3,3,0,2,1,766
109065,0,0,0,57,5,3,0,3,0,2,1,766
109066,0,0,0,44,6,3,3,3,0,2,1,766
109067,0,0,0,57,5,3,0,3,0,2,1,766
109068,0,0,0,44,6,3,4,4,0,2,1,766
109071,0,0,0,169,6,3,0,0,0,2,1,766
109072,0,0,0,57,5,3,0,3,0,2,1,766
109073,0,0,0,55,3,1,0,0,0,2,1,766
109074,0,0,3,57,6,3,0,0,0,2,1,766
109075,0,0,2,60,3,1,4,4,0,2,1,766
109076,0,0,0,16,5,3,0,3,0,2,1,766
109078,0,0,0,57,5,3,0,3,0,2,1,766
109081,0,0,0,60,5,3,0,2,0,2,1,766
109082,0,0,3,60,6,3,0,0,0,2,1,766
109084,0,0,0,60,6,3,0,0,0,2,1,766
109085,0,0,0,57,3,1,0,0,0,2,1,766
109086,0,0,3,77,6,3,0,0,0,2,1,766
109087,0,0,3,141,6,3,0,0,0,2,1,766
109088,0,0,0,16,6,3,0,0,0,2,1,766
109089,0,0,0,16,6,3,0,0,0,2,1,766
109090,0,0,0,57,6,3,0,0,0,2,1,766
109091,0,0,3,136,6,3,0,0,0,2,1,766
109092,0,0,3,82,6,3,0,0,0,3,1,766
109094,0,7,0,44,6,3,0,0,0,2,1,767
109095,0,0,0,136,4,3,0,0,0,3,1,767
109096,0,0,0,57,6,3,0,0,0,2,1,767
109098,0,0,0,60,6,3,3,3,0,2,1,767
109100,0,0,0,134,3,1,0,0,0,2,1,767
109101,0,0,0,60,6,3,3,3,0,2,1,767
109102,0,0,3,155,6,3,0,3,0,2,1,767
109103,0,0,3,155,6,3,0,3,0,2,1,767
109104,0,0,0,155,6,3,3,3,0,1,1,771
109106,0,0,0,155,6,3,3,3,0,1,1,769
109107,0,0,0,136,3,1,0,0,0,2,1,767
109108,0,0,0,60,5,3,0,0,0,3,1,767
109109,0,0,0,60,6,3,0,0,0,2,1,767
109110,0,0,0,82,4,3,0,0,0,3,1,767
109111,0,0,0,124,4,3,0,0,0,3,1,767
109112,0,0,0,12,5,3,0,0,0,3,1,767
109113,0,0,0,60,5,3,0,0,0,3,1,767
109114,0,0,0,82,5,3,0,0,0,3,1,767
109115,0,0,0,16,5,3,0,0,0,3,1,767
109116,0,0,0,136,3,1,4,4,0,2,1,767
109117,0,0,0,136,5,3,0,0,0,3,1,767
109118,0,0,0,136,3,1,0,4,0,2,1,767
109119,0,0,0,170,6,3,3,3,0,2,1,767
109120,0,0,0,136,0,0,3,4,0,2,1,767
109122,0,0,0,57,3,1,0,0,0,2,1,767
109123,0,0,0,13,6,3,3,1,0,2,1,767
109124,0,0,0,57,6,3,0,0,0,2,1,767
109125,0,0,0,57,5,3,0,3,0,2,1,767
109126,0,0,0,57,3,1,3,3,0,2,1,767
109127,0,0,3,30,6,3,0,0,0,2,1,767
109128,0,0,0,60,5,3,0,4,0,2,1,767
109129,0,0,0,16,6,3,0,0,0,2,1,767
109130,0,0,0,136,1,1,0,0,0,2,1,767
109131,0,0,0,57,3,1,6,6,0,2,1,767
